거래년도,품목분류,품목명,판매금액,수량,할인율,수익금액,거래월
2020,Auto & Accessories,Car Media Players,168000,1,0.02,68640,10월
2020,Fashion,Sneakers,74400,1,0.04,74400,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,4,0.05,125760,10월
2020,Home & Furniture,Curtains,40800,4,0.05,10200,10월
2020,Home & Furniture,Sofas,80400,2,0.03,40200,10월
2020,Auto & Accessories,Car & Bike Care,141600,2,0.02,39960,10월
2020,Auto & Accessories,Car Speakers,253200,5,0.01,144600,10월
2020,Auto & Accessories,Car Body Covers,140400,4,0.02,33120,10월
2020,Fashion,Sneakers,74400,5,0.04,14880,10월
2020,Auto & Accessories,Tyre,300000,5,0.04,144000,10월
2020,Fashion,Suits,130800,1,0.04,29520,10월
2020,Home & Furniture,Curtains,40800,4,0.05,10200,10월
2020,Fashion,T - Shirts,297600,3,0.04,165840,10월
2020,Auto & Accessories,Car Media Players,168000,5,0.02,55200,10월
2020,Fashion,Formal Shoes,255600,1,0.02,154440,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,3,0.01,172920,10월
2020,Auto & Accessories,Car Mat,64800,3,0.01,21600,10월
2020,Home & Furniture,Shoe Rack,148800,4,0.05,23040,10월
2020,Fashion,Running Shoes,268800,3,0.05,132480,10월
2020,Auto & Accessories,Car Seat Covers,136800,5,0.03,20280,10월
2020,Auto & Accessories,Car Seat Covers,136800,2,0.03,32640,10월
2020,Fashion,Fossil Watch,190800,5,0.04,56640,10월
2020,Auto & Accessories,Car Speakers,253200,5,0.03,119280,10월
2020,Electronic,LED,230400,5,0.01,122880,10월
2020,Fashion,Titak watch,273600,4,0.01,166680,10월
2020,Auto & Accessories,Car Seat Covers,136800,2,0.01,38040,10월
2020,Auto & Accessories,Bike Tyres,86400,3,0.03,28800,10월
2020,Home & Furniture,Bed Sheets,253200,2,0.02,147120,10월
2020,Auto & Accessories,Car Speakers,253200,2,0.04,136920,10월
2020,Auto & Accessories,Bike Tyres,86400,3,0.01,28800,10월
2020,Auto & Accessories,Car Speakers,253200,4,0.04,116640,10월
2020,Fashion,Suits,130800,4,0.03,19080,10월
2020,Fashion,Shirts,235200,3,0.02,125040,10월
2020,Fashion,Suits,130800,4,0.01,29520,10월
2020,Auto & Accessories,Car Speakers,253200,1,0.02,152160,10월
2020,Home & Furniture,Shoe Rack,148800,5,0.03,30480,10월
2020,Electronic,Tablet,238800,5,0.04,95040,10월
2020,Auto & Accessories,Car Media Players,168000,2,0.02,65280,10월
2020,Auto & Accessories,Car Seat Covers,136800,5,0.05,6600,10월
2020,Auto & Accessories,Car & Bike Care,141600,3,0.04,28560,10월
2020,Electronic,LCD,78000,2,0.01,39000,10월
2020,Home & Furniture,Dinner Crockery,159600,1,0.04,57240,10월
2020,Fashion,Jeans,261600,4,0.05,113280,10월
2020,Electronic,Fans,178800,2,0.02,75600,10월
2020,Electronic,Fans,178800,4,0.03,61320,10월
2020,Auto & Accessories,Bike Tyres,86400,1,0.05,86400,10월
2020,Auto & Accessories,Bike Tyres,86400,4,0.03,21600,10월
2020,Fashion,Titak watch,273600,5,0.02,150240,10월
2020,Electronic,LED,230400,5,0.03,99840,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,1,0.01,178440,10월
2020,Fashion,Jeans,261600,5,0.03,126360,10월
2020,Fashion,T - Shirts,297600,5,0.01,186720,10월
2020,Fashion,Fossil Watch,190800,4,0.03,71880,10월
2020,Home & Furniture,Umbrellas,84000,2,0.05,42000,10월
2020,Fashion,Formal Shoes,255600,5,0.01,146880,10월
2020,Home & Furniture,Umbrellas,84000,3,0.05,27960,10월
2020,Fashion,Fossil Watch,190800,4,0.04,64320,10월
2020,Home & Furniture,Sofa Covers,259200,4,0.01,152880,10월
2020,Home & Furniture,Sofas,80400,4,0.01,20160,10월
2020,Fashion,Suits,130800,1,0.02,32160,10월
2020,Electronic,Iron,266400,2,0.05,143760,10월
2020,Fashion,Sneakers,74400,4,0.01,18600,10월
2020,Auto & Accessories,Car Mat,64800,3,0.05,21600,10월
2020,Auto & Accessories,Car Body Covers,140400,1,0.04,38760,10월
2020,Fashion,Titak watch,273600,2,0.01,172080,10월
2020,Home & Furniture,Towels,273600,5,0.04,122880,10월
2020,Auto & Accessories,Bike Tyres,86400,3,0.03,28800,10월
2020,Fashion,Fossil Watch,190800,3,0.03,77640,10월
2020,Electronic,Mouse,133200,5,0.05,3960,10월
2020,Electronic,Samsung Mobile,264000,3,0.01,160080,10월
2020,Fashion,Shirts,235200,1,0.02,134520,10월
2020,Fashion,Suits,130800,5,0.03,15240,10월
2020,Fashion,Shirts,235200,2,0.02,129840,10월
2020,Fashion,Suits,130800,3,0.01,30840,10월
2020,Fashion,T - Shirts,297600,1,0.04,189720,10월
2020,Electronic,Watch,124800,2,0.04,18840,10월
2020,Auto & Accessories,Car Media Players,168000,2,0.02,65280,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,1,0.05,167400,10월
2020,Auto & Accessories,Tyre,300000,3,0.01,195000,10월
2020,Fashion,Jeans,261600,2,0.01,160320,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,5,0.01,167400,10월
2020,Fashion,Sports Wear,102000,1,0.02,3960,10월
2020,Electronic,Tablet,238800,1,0.01,140400,10월
2020,Fashion,T - Shirts,297600,4,0.04,153960,10월
2020,Auto & Accessories,Tyre,300000,3,0.02,186000,10월
2020,Home & Furniture,Umbrellas,84000,5,0.03,16800,10월
2020,Fashion,Shirts,235200,1,0.01,136800,10월
2020,Home & Furniture,Dinner Crockery,159600,1,0.02,60360,10월
2020,Fashion,Shirts,235200,1,0.01,136800,10월
2020,Auto & Accessories,Car Body Covers,140400,3,0.05,23400,10월
2020,Home & Furniture,Shoe Rack,148800,5,0.05,15600,10월
2020,Fashion,Casula Shoes,146400,2,0.03,41640,10월
2020,Fashion,Titak watch,273600,1,0.03,169440,10월
2020,Fashion,Fossil Watch,190800,1,0.02,90960,10월
2020,Home & Furniture,Dinning Tables,142800,3,0.01,42480,10월
2020,Fashion,Suits,130800,5,0.05,2160,10월
2020,Fashion,Jeans,261600,2,0.05,139440,10월
2020,Home & Furniture,Curtains,40800,4,0.02,10200,10월
2020,Home & Furniture,Umbrellas,84000,2,0.05,42000,10월
2020,Fashion,Formal Shoes,255600,4,0.02,139200,10월
2020,Auto & Accessories,Car Mat,64800,2,0.04,32400,10월
2020,Auto & Accessories,Car & Bike Care,141600,4,0.03,28560,10월
2020,Auto & Accessories,Car Seat Covers,136800,2,0.01,38040,10월
2020,Home & Furniture,Curtains,40800,2,0.01,20400,10월
2020,Auto & Accessories,Tyre,300000,2,0.02,192000,10월
2020,Home & Furniture,Dinner Crockery,159600,1,0.03,58800,10월
2020,Auto & Accessories,Car Speakers,253200,4,0.01,147120,10월
2020,Fashion,Running Shoes,268800,4,0.02,151320,10월
2020,Electronic,LED,230400,2,0.04,115920,10월
2020,Home & Furniture,Bed Sheets,253200,2,0.04,136920,10월
2020,Auto & Accessories,Car Speakers,253200,4,0.05,106560,10월
2020,Auto & Accessories,Car Speakers,253200,3,0.03,134400,10월
2020,Fashion,Sneakers,74400,2,0.01,37200,10월
2020,Fashion,Suits,130800,1,0.03,30840,10월
2020,Fashion,Titak watch,273600,4,0.02,155760,10월
2020,Auto & Accessories,Car Seat Covers,136800,1,0.01,39480,10월
2020,Auto & Accessories,Car Media Players,168000,2,0.01,68640,10월
2020,Home & Furniture,Shoe Rack,148800,5,0.05,15600,10월
2020,Home & Furniture,Bed Sheets,253200,5,0.01,144600,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,1,0.03,172920,10월
2020,Auto & Accessories,Bike Tyres,86400,5,0.01,17280,10월
2020,Fashion,T - Shirts,297600,2,0.04,177840,10월
2020,Auto & Accessories,Car Body Covers,140400,3,0.04,27600,10월
2020,Auto & Accessories,Car Mat,64800,5,0.02,12960,10월
2020,Fashion,Sports Wear,102000,5,0.05,20400,10월
2020,Electronic,Apple Laptop,300000,2,0.03,186000,10월
2020,Home & Furniture,Curtains,40800,2,0.01,20400,10월
2020,Home & Furniture,Umbrellas,84000,1,0.03,84000,10월
2020,Home & Furniture,Umbrellas,84000,5,0.03,16800,10월
2020,Auto & Accessories,Tyre,300000,3,0.05,159000,10월
2020,Fashion,Suits,130800,4,0.01,29520,10월
2020,Auto & Accessories,Car Media Players,168000,5,0.04,38400,10월
2020,Auto & Accessories,Tyre,300000,3,0.02,186000,10월
2020,Home & Furniture,Shoe Rack,148800,5,0.04,23040,10월
2020,Auto & Accessories,Car Body Covers,140400,1,0.03,40200,10월
2020,Fashion,Sports Wear,102000,4,0.02,25560,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,3,0.03,156240,10월
2020,Fashion,Shirts,235200,5,0.03,103920,10월
2020,Fashion,Formal Shoes,255600,4,0.02,139200,10월
2020,Fashion,T - Shirts,297600,1,0.04,189720,10월
2020,Fashion,T - Shirts,297600,1,0.02,195600,10월
2020,Fashion,Titak watch,273600,1,0.02,172080,10월
2020,Fashion,Formal Shoes,255600,1,0.02,154440,10월
2020,Auto & Accessories,Car Speakers,253200,5,0.02,131880,10월
2020,Home & Furniture,Shoe Rack,148800,2,0.05,37920,10월
2020,Fashion,T - Shirts,297600,2,0.04,177840,10월
2020,Electronic,Speakers,156000,4,0.03,41280,10월
2020,Auto & Accessories,Bike Tyres,86400,1,0.05,86400,10월
2020,Fashion,T - Shirts,297600,2,0.05,171840,10월
2020,Home & Furniture,Umbrellas,84000,4,0.02,21000,10월
2020,Auto & Accessories,Tyre,300000,1,0.03,195000,10월
2020,Fashion,Sports Wear,102000,3,0.05,33960,10월
2020,Home & Furniture,Shoe Rack,148800,4,0.01,46800,10월
2020,Auto & Accessories,Bike Tyres,86400,2,0.01,43200,10월
2020,Auto & Accessories,Car Seat Covers,136800,3,0.05,20280,10월
2020,Fashion,Sports Wear,102000,3,0.03,33960,10월
2020,Home & Furniture,Dinner Crockery,159600,1,0.03,58800,10월
2020,Fashion,Titak watch,273600,4,0.03,144720,10월
2020,Auto & Accessories,Car Body Covers,140400,4,0.03,27600,10월
2020,Home & Furniture,Sofas,80400,5,0.02,16080,10월
2020,Home & Furniture,Shoe Rack,148800,2,0.02,46800,10월
2020,Fashion,Sports Wear,102000,2,0.04,51000,10월
2020,Fashion,Shirts,235200,4,0.05,92160,10월
2020,Fashion,Shirts,235200,2,0.03,125040,10월
2020,Electronic,Mixer/Juicer,99600,4,0.05,24960,10월
2020,Electronic,Watch,124800,4,0.04,8880,10월
2020,Auto & Accessories,Car Speakers,253200,2,0.03,141960,10월
2020,Fashion,T - Shirts,297600,4,0.03,165840,10월
2020,Auto & Accessories,Car Speakers,253200,4,0.04,116640,10월
2020,Fashion,Formal Shoes,255600,3,0.01,151920,10월
2020,Home & Furniture,Bed Sheets,253200,2,0.03,141960,10월
2020,Fashion,Fossil Watch,190800,2,0.05,75720,10월
2020,Fashion,Fossil Watch,190800,4,0.01,87120,10월
2020,Auto & Accessories,Car Speakers,253200,3,0.05,119280,10월
2020,Electronic,Keyboard,39600,1,0.02,39600,10월
2020,Home & Furniture,Curtains,40800,4,0.03,10200,10월
2020,Home & Furniture,Sofas,80400,2,0.05,40200,10월
2020,Fashion,Sports Wear,102000,1,0.03,3000,10월
2020,Fashion,Shirts,235200,1,0.05,127440,10월
2020,Fashion,Shirts,235200,4,0.03,111000,10월
2020,Electronic,Tablet,238800,5,0.01,130920,10월
2020,Home & Furniture,Curtains,40800,4,0.04,10200,10월
2020,Fashion,Shirts,235200,4,0.04,101520,10월
2020,Home & Furniture,Sofas,80400,4,0.01,20160,10월
2020,Electronic,LED,230400,4,0.01,125160,10월
2020,Auto & Accessories,Tyre,300000,1,0.02,198000,10월
2020,Auto & Accessories,Car Body Covers,140400,4,0.02,33120,10월
2020,Auto & Accessories,Car Media Players,168000,4,0.04,45120,10월
2020,Auto & Accessories,Car Media Players,168000,3,0.01,66960,10월
2020,Fashion,T - Shirts,297600,1,0.02,195600,10월
2020,Fashion,Suits,130800,3,0.03,23040,10월
2020,Auto & Accessories,Car Speakers,253200,2,0.01,152160,10월
2020,Home & Furniture,Dinner Crockery,159600,5,0.01,55680,10월
2020,Home & Furniture,Umbrellas,84000,1,0.05,84000,10월
2020,Fashion,Titak watch,273600,4,0.04,133800,10월
2020,Fashion,Fossil Watch,190800,5,0.04,56640,10월
2020,Auto & Accessories,Car Media Players,168000,3,0.04,51840,10월
2020,Fashion,Casula Shoes,146400,3,0.03,37200,10월
2020,Home & Furniture,Beds,93600,1,0.01,93600,10월
2020,Fashion,Suits,130800,2,0.05,21720,10월
2020,Home & Furniture,Sofas,80400,5,0.05,16080,10월
2020,Fashion,Sneakers,74400,1,0.01,74400,10월
2020,Electronic,Watch,124800,4,0.05,3840,10월
2020,Fashion,Sports Wear,102000,5,0.03,20400,10월
2020,Electronic,Tablet,238800,5,0.02,118920,10월
2020,Auto & Accessories,Car Body Covers,140400,2,0.03,36000,10월
2020,Auto & Accessories,Car & Bike Care,141600,3,0.03,32880,10월
2020,Fashion,Jeans,261600,3,0.04,134160,10월
2020,Auto & Accessories,Car & Bike Care,141600,4,0.05,17280,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,5,0.02,153480,10월
2020,Fashion,Running Shoes,268800,5,0.03,132480,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,1,0.05,167400,10월
2020,Electronic,Mouse,133200,2,0.03,29160,10월
2020,Fashion,Running Shoes,268800,4,0.01,162000,10월
2020,Auto & Accessories,Car & Bike Care,141600,1,0.04,39960,10월
2020,Fashion,Jeans,261600,2,0.02,155160,10월
2020,Auto & Accessories,Tyre,300000,3,0.03,177000,10월
2020,Auto & Accessories,Car Body Covers,140400,5,0.02,30360,10월
2020,Fashion,Formal Shoes,255600,3,0.01,151920,10월
2020,Home & Furniture,Bed Sheets,253200,5,0.05,93960,10월
2020,Home & Furniture,Dinning Tables,142800,2,0.05,32520,10월
2020,Fashion,Fossil Watch,190800,2,0.01,90960,10월
2020,Fashion,Jeans,261600,1,0.03,157800,10월
2020,Fashion,Shirts,235200,1,0.02,134520,10월
2020,Fashion,Sneakers,74400,1,0.03,74400,10월
2020,Fashion,Sneakers,74400,1,0.05,74400,10월
2020,Fashion,Jeans,261600,3,0.05,126360,10월
2020,Home & Furniture,Shoe Rack,148800,2,0.01,49800,10월
2020,Auto & Accessories,Car Seat Covers,136800,1,0.02,38040,10월
2020,Auto & Accessories,Bike Tyres,86400,1,0.01,86400,10월
2020,Fashion,Sneakers,74400,2,0.01,37200,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,4,0.04,136800,10월
2020,Fashion,Suits,130800,4,0.04,13920,10월
2020,Home & Furniture,Bed Sheets,253200,2,0.01,152160,10월
2020,Auto & Accessories,Car & Bike Care,141600,1,0.05,38520,10월
2020,Fashion,Jeans,261600,2,0.04,144720,10월
2020,Home & Furniture,Umbrellas,84000,5,0.02,16800,10월
2020,Home & Furniture,Curtains,40800,5,0.05,8160,10월
2020,Auto & Accessories,Car Seat Covers,136800,2,0.03,32640,10월
2020,Fashion,Casula Shoes,146400,4,0.05,21120,10월
2020,Auto & Accessories,Car Mat,64800,5,0.05,12960,10월
2020,Fashion,T - Shirts,297600,4,0.05,142080,10월
2020,Home & Furniture,Shoe Rack,148800,1,0.04,46800,10월
2020,Auto & Accessories,Car Seat Covers,136800,4,0.03,24360,10월
2020,Auto & Accessories,Car Body Covers,140400,5,0.02,30360,10월
2020,Auto & Accessories,Car Body Covers,140400,4,0.02,33120,10월
2020,Auto & Accessories,Car Speakers,253200,1,0.03,149640,10월
2020,Fashion,Shirts,235200,3,0.01,132120,10월
2020,Auto & Accessories,Bike Tyres,86400,2,0.02,43200,10월
2020,Auto & Accessories,Car Body Covers,140400,4,0.04,21960,10월
2020,Home & Furniture,Beds,93600,2,0.03,46800,10월
2020,Fashion,Fossil Watch,190800,4,0.01,87120,10월
2020,Home & Furniture,Sofas,80400,4,0.03,20160,10월
2020,Home & Furniture,Beds,93600,5,0.04,18720,10월
2020,Home & Furniture,Dinning Tables,142800,2,0.02,41040,10월
2020,Fashion,T - Shirts,297600,4,0.04,153960,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,1,0.01,178440,10월
2020,Auto & Accessories,Tyre,300000,3,0.03,177000,10월
2020,Auto & Accessories,Tyre,300000,1,0.01,201000,10월
2020,Fashion,Formal Shoes,255600,4,0.04,118680,10월
2020,Auto & Accessories,Car Seat Covers,136800,3,0.05,20280,10월
2020,Fashion,Sneakers,74400,4,0.02,18600,10월
2020,Auto & Accessories,Tyre,300000,4,0.02,180000,10월
2020,Auto & Accessories,Car Seat Covers,136800,2,0.04,29880,10월
2020,Auto & Accessories,Car Media Players,168000,4,0.01,65280,10월
2020,Electronic,Mixer/Juicer,99600,2,0.05,49800,10월
2020,Auto & Accessories,Car Body Covers,140400,5,0.05,9360,10월
2020,Fashion,Sneakers,74400,3,0.04,24840,10월
2020,Auto & Accessories,Car Mat,64800,3,0.03,21600,10월
2020,Home & Furniture,Umbrellas,84000,2,0.04,42000,10월
2020,Electronic,Fans,178800,3,0.03,66720,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,2,0.03,164520,10월
2020,Home & Furniture,Sofa Covers,259200,1,0.01,160560,10월
2020,Fashion,Running Shoes,268800,1,0.03,164760,10월
2020,Electronic,Tablet,238800,1,0.03,135600,10월
2020,Home & Furniture,Sofas,80400,5,0.01,16080,10월
2020,Home & Furniture,Curtains,40800,5,0.04,8160,10월
2020,Home & Furniture,Umbrellas,84000,3,0.04,27960,10월
2020,Home & Furniture,Shoe Rack,148800,2,0.01,49800,10월
2020,Auto & Accessories,Bike Tyres,86400,4,0.04,21600,10월
2020,Electronic,Iron,266400,4,0.03,138480,10월
2020,Electronic,LCD,78000,1,0.02,78000,10월
2020,Fashion,Shirts,235200,3,0.01,132120,10월
2020,Fashion,Shirts,235200,1,0.04,129840,10월
2020,Fashion,Running Shoes,268800,4,0.01,162000,10월
2020,Fashion,Running Shoes,268800,3,0.05,132480,10월
2020,Auto & Accessories,Bike Tyres,86400,2,0.04,43200,10월
2020,Fashion,Jeans,261600,2,0.05,139440,10월
2020,Auto & Accessories,Tyre,300000,3,0.02,186000,10월
2020,Home & Furniture,Umbrellas,84000,1,0.01,84000,10월
2020,Home & Furniture,Sofa Covers,259200,1,0.02,158040,10월
2020,Fashion,Running Shoes,268800,1,0.01,170160,10월
2020,Fashion,Shirts,235200,5,0.01,127440,10월
2020,Electronic,Tablet,238800,5,0.02,118920,10월
2020,Home & Furniture,Curtains,40800,1,0.03,40800,10월
2020,Fashion,Running Shoes,268800,4,0.03,140520,10월
2020,Fashion,Formal Shoes,255600,3,0.04,128880,10월
2020,Fashion,Sports Wear,102000,2,0.05,51000,10월
2020,Auto & Accessories,Car Mat,64800,2,0.05,32400,10월
2020,Fashion,Jeans,261600,5,0.05,100200,10월
2020,Home & Furniture,Dinner Crockery,159600,2,0.02,57240,10월
2020,Fashion,Shirts,235200,2,0.04,120360,10월
2020,Fashion,Sneakers,74400,3,0.03,24840,10월
2020,Home & Furniture,Dinning Tables,142800,3,0.03,33960,10월
2020,Auto & Accessories,Bike Tyres,86400,3,0.02,28800,10월
2020,Auto & Accessories,Tyre,300000,2,0.04,180000,10월
2020,Fashion,Shirts,235200,3,0.01,132120,10월
2020,Home & Furniture,Beds,93600,3,0.01,31200,10월
2020,Auto & Accessories,Tyre,300000,5,0.04,144000,10월
2020,Home & Furniture,Sofa Covers,259200,2,0.04,142440,10월
2020,Fashion,Fossil Watch,190800,2,0.01,90960,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,5,0.04,125760,10월
2020,Auto & Accessories,Car Mat,64800,4,0.05,16200,10월
2020,Fashion,T - Shirts,297600,4,0.04,153960,10월
2020,Fashion,Running Shoes,268800,4,0.01,162000,10월
2020,Fashion,Titak watch,273600,1,0.02,172080,10월
2020,Auto & Accessories,Car & Bike Care,141600,4,0.03,28560,10월
2020,Fashion,Formal Shoes,255600,5,0.02,134040,10월
2020,Fashion,Sports Wear,102000,4,0.02,25560,10월
2020,Auto & Accessories,Tyre,300000,5,0.04,144000,10월
2020,Home & Furniture,Towels,273600,3,0.04,144720,10월
2020,Fashion,Fossil Watch,190800,1,0.03,89040,10월
2020,Auto & Accessories,Car Body Covers,140400,3,0.04,27600,10월
2020,Home & Furniture,Dinning Tables,142800,1,0.05,39720,10월
2020,Home & Furniture,Dinner Crockery,159600,4,0.05,31680,10월
2020,Auto & Accessories,Car Speakers,253200,1,0.04,147120,10월
2020,Fashion,Running Shoes,268800,5,0.04,119040,10월
2020,Auto & Accessories,Car & Bike Care,141600,1,0.02,42720,10월
2020,Fashion,Sports Wear,102000,4,0.01,1920,10월
2020,Fashion,Fossil Watch,190800,3,0.04,71880,10월
2020,Fashion,Sneakers,74400,4,0.02,18600,10월
2020,Fashion,Sneakers,74400,3,0.02,24840,10월
2020,Home & Furniture,Sofa Covers,259200,3,0.05,124320,10월
2020,Home & Furniture,Umbrellas,84000,2,0.05,42000,10월
2020,Fashion,Suits,130800,3,0.04,19080,10월
2020,Fashion,Formal Shoes,255600,1,0.04,149400,10월
2020,Fashion,Sneakers,74400,2,0.01,37200,10월
2020,Fashion,Fossil Watch,190800,5,0.03,66240,10월
2020,Fashion,Casula Shoes,146400,2,0.03,41640,10월
2020,Auto & Accessories,Car Mat,64800,1,0.01,64800,10월
2020,Auto & Accessories,Car & Bike Care,141600,2,0.03,37080,10월
2020,Home & Furniture,Sofas,80400,1,0.05,80400,10월
2020,Home & Furniture,Shoe Rack,148800,5,0.03,30480,10월
2020,Fashion,Jeans,261600,2,0.05,139440,10월
2020,Home & Furniture,Sofas,80400,5,0.04,16080,10월
2020,Auto & Accessories,Bike Tyres,86400,5,0.03,17280,10월
2020,Auto & Accessories,Car Body Covers,140400,2,0.04,33120,10월
2020,Auto & Accessories,Car Seat Covers,136800,2,0.03,32640,10월
2020,Home & Furniture,Dinner Crockery,159600,2,0.01,60360,10월
2020,Auto & Accessories,Car & Bike Care,141600,3,0.04,28560,10월
2020,Auto & Accessories,Car & Bike Care,141600,1,0.03,41400,10월
2020,Home & Furniture,Towels,273600,4,0.02,155760,10월
2020,Auto & Accessories,Tyre,300000,1,0.02,198000,10월
2020,Home & Furniture,Umbrellas,84000,5,0.03,16800,10월
2020,Home & Furniture,Bed Sheets,253200,5,0.01,144600,10월
2020,Home & Furniture,Curtains,40800,4,0.01,10200,10월
2020,Auto & Accessories,Car Speakers,253200,4,0.01,147120,10월
2020,Fashion,Fossil Watch,190800,5,0.05,47160,10월
2020,Auto & Accessories,Car Seat Covers,136800,1,0.04,35280,10월
2020,Home & Furniture,Bed Sheets,253200,1,0.05,144600,10월
2020,Fashion,T - Shirts,297600,1,0.03,192720,10월
2020,Fashion,Shirts,235200,3,0.02,125040,10월
2020,Fashion,Jeans,261600,4,0.04,123720,10월
2020,Auto & Accessories,Car Body Covers,140400,2,0.04,33120,10월
2020,Fashion,Fossil Watch,190800,4,0.01,87120,10월
2020,Electronic,Iron,266400,4,0.03,138480,10월
2020,Home & Furniture,Bed Sheets,253200,2,0.03,141960,10월
2020,Auto & Accessories,Car Seat Covers,136800,4,0.03,24360,10월
2020,Home & Furniture,Shoe Rack,148800,1,0.01,51360,10월
2020,Auto & Accessories,Car Speakers,253200,4,0.03,126840,10월
2020,Fashion,Suits,130800,4,0.02,24360,10월
2020,Home & Furniture,Towels,273600,4,0.02,155760,10월
2020,Fashion,Sneakers,74400,3,0.05,24840,10월
2020,Auto & Accessories,Bike Tyres,86400,2,0.01,43200,10월
2020,Fashion,Formal Shoes,255600,1,0.03,151920,10월
2020,Fashion,Fossil Watch,190800,3,0.01,89040,10월
2020,Fashion,Sports Wear,102000,4,0.02,25560,10월
2020,Fashion,Casula Shoes,146400,5,0.04,21120,10월
2020,Home & Furniture,Curtains,40800,5,0.05,8160,10월
2020,Auto & Accessories,Car Mat,64800,3,0.02,21600,10월
2020,Home & Furniture,Dinning Tables,142800,5,0.03,25440,10월
2020,Home & Furniture,Curtains,40800,5,0.05,8160,10월
2020,Auto & Accessories,Car Speakers,253200,3,0.02,141960,10월
2020,Fashion,Jeans,261600,1,0.01,162960,10월
2020,Auto & Accessories,Car Speakers,253200,4,0.05,106560,10월
2020,Auto & Accessories,Car Seat Covers,136800,2,0.02,35280,10월
2020,Fashion,Shirts,235200,1,0.04,129840,10월
2020,Auto & Accessories,Car Media Players,168000,4,0.04,45120,10월
2020,Fashion,Sports Wear,102000,2,0.05,51000,10월
2020,Fashion,T - Shirts,297600,2,0.02,189720,10월
2020,Home & Furniture,Shoe Rack,148800,1,0.04,46800,10월
2020,Home & Furniture,Towels,273600,5,0.04,122880,10월
2020,Home & Furniture,Bed Sheets,253200,3,0.01,149640,10월
2020,Fashion,Shirts,235200,5,0.01,127440,10월
2020,Auto & Accessories,Car Seat Covers,136800,2,0.05,27120,10월
2020,Electronic,Speakers,156000,4,0.02,47520,10월
2020,Electronic,LCD,78000,3,0.04,26040,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,1,0.03,172920,10월
2020,Home & Furniture,Dinning Tables,142800,4,0.01,41040,10월
2020,Fashion,Casula Shoes,146400,3,0.02,41640,10월
2020,Fashion,Titak watch,273600,4,0.03,144720,10월
2020,Fashion,Suits,130800,4,0.03,19080,10월
2020,Fashion,Fossil Watch,190800,2,0.05,75720,10월
2020,Home & Furniture,Dinning Tables,142800,5,0.05,11160,10월
2020,Fashion,Running Shoes,268800,1,0.01,170160,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,4,0.04,136800,10월
2020,Electronic,Apple Laptop,300000,2,0.02,192000,10월
2020,Auto & Accessories,Car Mat,64800,4,0.02,16200,10월
2020,Fashion,T - Shirts,297600,1,0.01,198600,10월
2020,Auto & Accessories,Bike Tyres,86400,4,0.02,21600,10월
2020,Auto & Accessories,Car Speakers,253200,1,0.03,149640,10월
2020,Fashion,T - Shirts,297600,2,0.01,195600,10월
2020,Auto & Accessories,Bike Tyres,86400,1,0.04,86400,10월
2020,Auto & Accessories,Car Body Covers,140400,1,0.03,40200,10월
2020,Fashion,Sneakers,74400,5,0.05,14880,10월
2020,Home & Furniture,Dinner Crockery,159600,1,0.03,58800,10월
2020,Home & Furniture,Dinner Crockery,159600,2,0.02,57240,10월
2020,Home & Furniture,Dinner Crockery,159600,1,0.01,62040,10월
2020,Auto & Accessories,Car Body Covers,140400,4,0.01,38760,10월
2020,Fashion,Jeans,261600,1,0.04,155160,10월
2020,Auto & Accessories,Car Speakers,253200,4,0.04,116640,10월
2020,Fashion,Casula Shoes,146400,4,0.05,21120,10월
2020,Fashion,Formal Shoes,255600,1,0.04,149400,10월
2020,Fashion,Formal Shoes,255600,1,0.01,157080,10월
2020,Electronic,Mouse,133200,2,0.04,26520,10월
2020,Home & Furniture,Sofas,80400,2,0.03,40200,10월
2020,Auto & Accessories,Tyre,300000,2,0.05,174000,10월
2020,Auto & Accessories,Car Media Players,168000,5,0.01,63600,10월
2020,Fashion,Titak watch,273600,5,0.02,150240,10월
2020,Home & Furniture,Dinning Tables,142800,5,0.05,11160,10월
2020,Auto & Accessories,Car Pillow & Neck Rest,277200,3,0.03,156240,10월
2020,Fashion,T - Shirts,297600,1,0.03,192720,10월
2020,Fashion,Shirts,235200,4,0.02,120360,10월
2020,Home & Furniture,Umbrellas,84000,5,0.01,16800,10월
2020,Fashion,Jeans,261600,2,0.04,144720,10월
2020,Fashion,Jeans,261600,1,0.01,162960,10월
2020,Auto & Accessories,Car Mat,64800,5,0.05,12960,10월
