거래년도,품목분류,품목명,거래월,판매금액,수량,할인율,수익금액
2020,Fashion,Shirts,6월,235200,1,0.02,134520
2020,Fashion,Casula Shoes,6월,146400,5,0.01,43080
2020,Home & Furniture,Umbrellas,6월,84000,3,0.01,27960
2020,Home & Furniture,Sofas,6월,80400,5,0.01,16080
2020,Home & Furniture,Beds,6월,93600,5,0.04,18720
2020,Fashion,Fossil Watch,6월,190800,5,0.04,56640
2020,Fashion,Jeans,6월,261600,3,0.03,142080
2020,Fashion,Fossil Watch,6월,190800,2,0.02,87120
2020,Fashion,Titak watch,6월,273600,3,0.01,169440
2020,Home & Furniture,Sofas,6월,80400,2,0.05,40200
2020,Fashion,Sports Wear,6월,102000,4,0.02,25560
2020,Electronic,Fans,6월,178800,5,0.03,56040
2020,Fashion,Shirts,6월,235200,3,0.03,118080
2020,Fashion,Titak watch,6월,273600,2,0.01,172080
2020,Fashion,Running Shoes,6월,268800,3,0.04,140520
2020,Home & Furniture,Shoe Rack,6월,148800,5,0.05,15600
2020,Electronic,LCD,6월,78000,3,0.03,26040
2020,Fashion,T - Shirts,6월,297600,5,0.03,156960
2020,Fashion,Titak watch,6월,273600,2,0.01,172080
2020,Fashion,Fossil Watch,6월,190800,2,0.04,79560
2020,Fashion,Jeans,6월,261600,2,0.03,149880
2020,Fashion,Formal Shoes,6월,255600,1,0.03,151920
2020,Fashion,T - Shirts,6월,297600,2,0.01,195600
2020,Home & Furniture,Curtains,6월,40800,2,0.03,20400
2020,Fashion,Casula Shoes,6월,146400,2,0.04,38640
2020,Electronic,Keyboard,6월,39600,4,0.01,9960
2020,Fashion,Running Shoes,6월,268800,2,0.03,156720
2020,Home & Furniture,Curtains,6월,40800,5,0.05,8160
2020,Fashion,Formal Shoes,6월,255600,3,0.01,151920
2020,Fashion,Sneakers,6월,74400,2,0.05,37200
2020,Home & Furniture,Sofas,6월,80400,2,0.03,40200
2020,Fashion,Running Shoes,6월,268800,4,0.04,129840
2020,Home & Furniture,Shoe Rack,6월,148800,3,0.01,48360
2020,Fashion,Fossil Watch,6월,190800,5,0.05,47160
2020,Fashion,Sneakers,6월,74400,2,0.05,37200
2020,Fashion,Formal Shoes,6월,255600,2,0.05,134040
2020,Fashion,Sports Wear,6월,102000,2,0.01,3960
2020,Home & Furniture,Towels,6월,273600,5,0.03,136560
2020,Fashion,Titak watch,6월,273600,1,0.01,174840
2020,Electronic,Fans,6월,178800,2,0.01,79200
2020,Electronic,Iron,6월,266400,2,0.05,143760
2020,Fashion,Fossil Watch,6월,190800,2,0.05,75720
2020,Electronic,Apple Laptop,6월,300000,5,0.04,144000
2020,Fashion,Sports Wear,6월,102000,4,0.04,25560
2020,Fashion,Suits,6월,130800,3,0.02,27000
2020,Fashion,Formal Shoes,6월,255600,1,0.04,149400
2020,Fashion,T - Shirts,6월,297600,5,0.04,142080
2020,Home & Furniture,Bed Sheets,6월,253200,3,0.03,134400
2020,Fashion,Casula Shoes,6월,146400,5,0.03,28440
2020,Electronic,Tablet,6월,238800,5,0.05,83160
2020,Electronic,Mixer/Juicer,6월,99600,4,0.05,24960
2020,Electronic,Keyboard,6월,39600,4,0.01,9960
2020,Fashion,Shirts,6월,235200,5,0.01,127440
2020,Fashion,Fossil Watch,6월,190800,4,0.04,64320
2020,Fashion,Casula Shoes,6월,146400,2,0.05,35760
2020,Fashion,Sneakers,6월,74400,1,0.03,74400
2020,Electronic,Mixer/Juicer,6월,99600,5,0.01,19920
2020,Fashion,Casula Shoes,6월,146400,4,0.03,32880
2020,Fashion,Titak watch,6월,273600,2,0.04,155760
2020,Fashion,Sports Wear,6월,102000,3,0.02,33960
2020,Fashion,Shirts,6월,235200,3,0.01,132120
2020,Home & Furniture,Towels,6월,273600,1,0.01,174840
2020,Fashion,Shirts,6월,235200,4,0.05,92160
2020,Fashion,Fossil Watch,6월,190800,2,0.03,83400
2020,Fashion,Suits,6월,130800,3,0.03,23040
2020,Fashion,Sports Wear,6월,102000,3,0.04,33960
2020,Fashion,Shirts,6월,235200,3,0.04,111000
2020,Home & Furniture,Bed Sheets,6월,253200,5,0.02,131880
2020,Electronic,Tablet,6월,238800,4,0.05,95040
2020,Home & Furniture,Sofas,6월,80400,5,0.04,16080
2020,Fashion,Casula Shoes,6월,146400,3,0.03,37200
2020,Fashion,T - Shirts,6월,297600,2,0.02,189720
2020,Fashion,Fossil Watch,6월,190800,5,0.05,47160
2020,Electronic,Apple Laptop,6월,300000,3,0.02,186000
2020,Electronic,Tablet,6월,238800,1,0.05,130920
2020,Home & Furniture,Curtains,6월,40800,2,0.02,20400
2020,Home & Furniture,Dinning Tables,6월,142800,2,0.03,38280
2020,Electronic,Keyboard,6월,39600,5,0.05,7920
2020,Home & Furniture,Sofas,6월,80400,4,0.04,20160
2020,Electronic,Speakers,6월,156000,2,0.03,50640
2020,Fashion,T - Shirts,6월,297600,4,0.04,153960
2020,Electronic,LCD,6월,78000,5,0.02,15600
2020,Electronic,Fans,6월,178800,3,0.03,66720
2020,Home & Furniture,Umbrellas,6월,84000,2,0.02,42000
2020,Electronic,Samsung Mobile,6월,264000,4,0.04,125760
2020,Fashion,Shirts,6월,235200,4,0.02,120360
2020,Electronic,Fans,6월,178800,3,0.05,56040
2020,Fashion,T - Shirts,6월,297600,3,0.03,174840
2020,Fashion,Formal Shoes,6월,255600,1,0.02,154440
2020,Fashion,Sneakers,6월,74400,5,0.02,14880
2020,Fashion,Sneakers,6월,74400,5,0.03,14880
2020,Fashion,Suits,6월,130800,2,0.05,21720
2020,Electronic,LED,6월,230400,5,0.05,76800
2020,Fashion,Shirts,6월,235200,2,0.04,120360
2020,Home & Furniture,Towels,6월,273600,3,0.01,169440
2020,Fashion,Fossil Watch,6월,190800,3,0.01,89040
2020,Electronic,Samsung Mobile,6월,264000,4,0.04,125760
2020,Fashion,Suits,6월,130800,5,0.02,21720
2020,Fashion,Fossil Watch,6월,190800,2,0.05,75720
2020,Home & Furniture,Dinning Tables,6월,142800,1,0.04,41040
2020,Electronic,Watch,6월,124800,2,0.01,26280
2020,Fashion,Sports Wear,6월,102000,3,0.04,33960
2020,Fashion,Formal Shoes,6월,255600,4,0.05,108480
2020,Fashion,T - Shirts,6월,297600,2,0.03,183720
2020,Fashion,Formal Shoes,6월,255600,5,0.04,108480
2020,Fashion,Suits,6월,130800,5,0.02,21720
2020,Fashion,T - Shirts,6월,297600,1,0.01,198600
2020,Fashion,T - Shirts,6월,297600,3,0.03,174840
2020,Electronic,LED,6월,230400,4,0.02,115920
2020,Fashion,Formal Shoes,6월,255600,3,0.05,121320
2020,Home & Furniture,Bed Sheets,6월,253200,1,0.02,152160
2020,Fashion,T - Shirts,6월,297600,2,0.05,171840
2020,Electronic,LCD,6월,78000,5,0.01,15600
2020,Fashion,Titak watch,6월,273600,1,0.01,174840
2020,Fashion,Jeans,6월,261600,4,0.01,155160
2020,Fashion,Shirts,6월,235200,5,0.01,127440
2020,Electronic,Apple Laptop,6월,300000,4,0.02,180000
2020,Fashion,Sports Wear,6월,102000,3,0.01,3000
2020,Fashion,Sneakers,6월,74400,2,0.05,37200
2020,Fashion,Formal Shoes,6월,255600,3,0.02,144240
2020,Home & Furniture,Umbrellas,6월,84000,2,0.01,42000
2020,Fashion,Formal Shoes,6월,255600,4,0.05,108480
2020,Fashion,Sports Wear,6월,102000,2,0.02,1920
2020,Electronic,LCD,6월,78000,4,0.04,19560
2020,Fashion,T - Shirts,6월,297600,5,0.01,186720
2020,Fashion,Fossil Watch,6월,190800,4,0.05,56640
2020,Home & Furniture,Umbrellas,6월,84000,1,0.02,84000
2020,Fashion,Suits,6월,130800,4,0.05,8640
2020,Fashion,Sports Wear,6월,102000,1,0.05,960
2020,Home & Furniture,Sofa Covers,6월,259200,3,0.03,139920
2020,Home & Furniture,Dinner Crockery,6월,159600,3,0.02,54000
2020,Fashion,Suits,6월,130800,2,0.05,21720
2020,Fashion,T - Shirts,6월,297600,1,0.02,195600
2020,Fashion,Jeans,6월,261600,2,0.01,160320
2020,Fashion,T - Shirts,6월,297600,3,0.05,156960
2020,Electronic,LED,6월,230400,5,0.01,122880
2020,Home & Furniture,Curtains,6월,40800,3,0.05,13560
2020,Fashion,Formal Shoes,6월,255600,5,0.03,121320
2020,Home & Furniture,Towels,6월,273600,3,0.01,169440
2020,Fashion,Shirts,6월,235200,2,0.03,125040
2020,Home & Furniture,Umbrellas,6월,84000,2,0.02,42000
2020,Auto & Accessories,Bike Tyres,6월,86400,5,0.03,17280
2020,Fashion,Suits,6월,130800,2,0.03,27000
2020,Fashion,Shirts,6월,235200,4,0.01,129840
2020,Electronic,Mixer/Juicer,6월,99600,4,0.02,24960
2020,Fashion,T - Shirts,6월,297600,5,0.02,171840
2020,Fashion,Formal Shoes,6월,255600,5,0.03,121320
2020,Home & Furniture,Sofa Covers,6월,259200,2,0.02,152880
2020,Fashion,Formal Shoes,6월,255600,3,0.03,136560
2020,Home & Furniture,Dinner Crockery,6월,159600,3,0.05,39720
2020,Fashion,Jeans,6월,261600,5,0.04,113280
2020,Fashion,Sneakers,6월,74400,5,0.02,14880
2020,Fashion,Shirts,6월,235200,2,0.01,134520
2020,Home & Furniture,Dinner Crockery,6월,159600,5,0.03,39720
2020,Home & Furniture,Dinner Crockery,6월,159600,5,0.04,31680
2020,Fashion,Titak watch,6월,273600,4,0.03,144720
2020,Home & Furniture,Sofa Covers,6월,259200,2,0.03,147600
2020,Home & Furniture,Sofa Covers,6월,259200,2,0.04,142440
2020,Fashion,T - Shirts,6월,297600,5,0.02,171840
2020,Fashion,Running Shoes,6월,268800,4,0.03,140520
2020,Home & Furniture,Beds,6월,93600,4,0.05,23400
2020,Home & Furniture,Curtains,6월,40800,3,0.01,13560
2020,Electronic,LED,6월,230400,4,0.03,106800
2020,Fashion,Suits,6월,130800,3,0.03,23040
2020,Auto & Accessories,Car Media Players,6월,168000,5,0.02,55200
2020,Fashion,Shirts,6월,235200,3,0.03,118080
2020,Fashion,Fossil Watch,6월,190800,5,0.05,47160
2020,Auto & Accessories,Car Speakers,6월,253200,3,0.01,149640
2020,Home & Furniture,Bed Sheets,6월,253200,2,0.04,136920
2020,Auto & Accessories,Car Seat Covers,6월,136800,2,0.05,27120
2020,Fashion,Sneakers,6월,74400,4,0.03,18600
2020,Fashion,Sneakers,6월,74400,3,0.04,24840
2020,Fashion,Titak watch,6월,273600,4,0.01,166680
2020,Home & Furniture,Beds,6월,93600,4,0.05,23400
2020,Fashion,Titak watch,6월,273600,5,0.02,150240
2020,Home & Furniture,Bed Sheets,6월,253200,2,0.02,147120
2020,Fashion,Shirts,6월,235200,3,0.05,103920
2020,Fashion,Sneakers,6월,74400,2,0.05,37200
2020,Fashion,Sneakers,6월,74400,1,0.01,74400
2020,Auto & Accessories,Car Seat Covers,6월,136800,2,0.03,32640
2020,Home & Furniture,Dinning Tables,6월,142800,4,0.01,41040
2020,Fashion,Fossil Watch,6월,190800,3,0.01,89040
2020,Fashion,Titak watch,6월,273600,3,0.05,136560
2020,Home & Furniture,Sofa Covers,6월,259200,5,0.04,111360
2020,Fashion,Sneakers,6월,74400,2,0.04,37200
2020,Fashion,Suits,6월,130800,4,0.04,13920
2020,Home & Furniture,Bed Sheets,6월,253200,1,0.01,154680
2020,Fashion,T - Shirts,6월,297600,5,0.05,127200
2020,Fashion,Suits,6월,130800,5,0.02,21720
2020,Home & Furniture,Dinning Tables,6월,142800,5,0.03,25440
2020,Home & Furniture,Sofa Covers,6월,259200,2,0.01,158040
2020,Fashion,Running Shoes,6월,268800,1,0.03,164760
2020,Home & Furniture,Sofas,6월,80400,3,0.02,26760
2020,Auto & Accessories,Car & Bike Care,6월,141600,1,0.02,42720
2020,Fashion,Formal Shoes,6월,255600,3,0.01,151920
2020,Home & Furniture,Sofas,6월,80400,2,0.01,40200
2020,Fashion,Jeans,6월,261600,2,0.01,160320
2020,Fashion,Formal Shoes,6월,255600,5,0.02,134040
2020,Fashion,Jeans,6월,261600,4,0.05,113280
2020,Fashion,Fossil Watch,6월,190800,2,0.04,79560
2020,Fashion,T - Shirts,6월,297600,4,0.04,153960
2020,Fashion,Sports Wear,6월,102000,3,0.01,3000
2020,Fashion,Running Shoes,6월,268800,4,0.03,140520
2020,Fashion,Sneakers,6월,74400,2,0.01,37200
2020,Electronic,Iron,6월,266400,5,0.05,103800
2020,Fashion,Sports Wear,6월,102000,4,0.05,25560
2020,Home & Furniture,Dinner Crockery,6월,159600,5,0.04,31680
2020,Fashion,Running Shoes,6월,268800,3,0.03,148560
2020,Fashion,Sports Wear,6월,102000,3,0.01,3000
2020,Fashion,Jeans,6월,261600,1,0.01,162960
2020,Fashion,Running Shoes,6월,268800,1,0.05,159360
2020,Auto & Accessories,Car & Bike Care,6월,141600,5,0.04,17280
2020,Fashion,Casula Shoes,6월,146400,2,0.01,47520
2020,Fashion,Suits,6월,130800,2,0.01,32160
2020,Auto & Accessories,Car Media Players,6월,168000,3,0.02,61920
2020,Fashion,Sports Wear,6월,102000,1,0.04,1920
2020,Fashion,T - Shirts,6월,297600,3,0.04,165840
2020,Fashion,Fossil Watch,6월,190800,4,0.02,79560
2020,Fashion,Fossil Watch,6월,190800,5,0.04,56640
2020,Home & Furniture,Curtains,6월,40800,2,0.04,20400
2020,Fashion,Sneakers,6월,74400,2,0.02,37200
2020,Auto & Accessories,Car Seat Covers,6월,136800,2,0.04,29880
2020,Home & Furniture,Towels,6월,273600,4,0.01,166680
2020,Fashion,Sneakers,6월,74400,2,0.05,37200
2020,Fashion,Casula Shoes,6월,146400,5,0.03,28440
2020,Home & Furniture,Curtains,6월,40800,4,0.02,10200
2020,Fashion,Titak watch,6월,273600,5,0.04,122880
2020,Fashion,Casula Shoes,6월,146400,3,0.01,45960
2020,Fashion,Running Shoes,6월,268800,3,0.03,148560
2020,Auto & Accessories,Car Seat Covers,6월,136800,1,0.03,36720
2020,Home & Furniture,Dinning Tables,6월,142800,4,0.02,35400
2020,Fashion,Titak watch,6월,273600,5,0.02,150240
2020,Fashion,Sports Wear,6월,102000,1,0.05,960
2020,Home & Furniture,Beds,6월,93600,4,0.01,23400
2020,Electronic,Samsung Mobile,6월,264000,3,0.01,160080
2020,Fashion,Titak watch,6월,273600,4,0.03,144720
2020,Fashion,Sports Wear,6월,102000,2,0.03,51000
2020,Fashion,Running Shoes,6월,268800,4,0.05,119040
2020,Fashion,Casula Shoes,6월,146400,3,0.03,37200
2020,Home & Furniture,Dinning Tables,6월,142800,3,0.03,33960
2020,Home & Furniture,Umbrellas,6월,84000,1,0.02,84000
2020,Fashion,Sneakers,6월,74400,4,0.04,18600
2020,Fashion,Sports Wear,6월,102000,3,0.04,33960
2020,Fashion,Shirts,6월,235200,2,0.04,120360
2020,Fashion,Sneakers,6월,74400,5,0.01,14880
2020,Fashion,Fossil Watch,6월,190800,5,0.05,47160
2020,Home & Furniture,Bed Sheets,6월,253200,3,0.03,134400
2020,Fashion,Titak watch,6월,273600,4,0.01,166680
2020,Fashion,Sports Wear,6월,102000,5,0.01,960
2020,Auto & Accessories,Car Speakers,6월,253200,3,0.01,149640
2020,Home & Furniture,Dinning Tables,6월,142800,4,0.04,24000
2020,Fashion,T - Shirts,6월,297600,2,0.04,177840
2020,Fashion,T - Shirts,6월,297600,1,0.03,192720
2020,Home & Furniture,Dinning Tables,6월,142800,5,0.04,18240
2020,Home & Furniture,Shoe Rack,6월,148800,1,0.02,49800
2020,Fashion,Suits,6월,130800,5,0.05,2160
2020,Fashion,Shirts,6월,235200,1,0.02,134520
2020,Home & Furniture,Umbrellas,6월,84000,2,0.01,42000
2020,Fashion,Sports Wear,6월,102000,2,0.05,51000
2020,Fashion,Titak watch,6월,273600,1,0.05,163920
2020,Auto & Accessories,Car & Bike Care,6월,141600,4,0.02,34320
2020,Home & Furniture,Umbrellas,6월,84000,2,0.02,42000
2020,Electronic,Samsung Mobile,6월,264000,2,0.04,146880
2020,Fashion,Suits,6월,130800,3,0.03,23040
2020,Fashion,Running Shoes,6월,268800,5,0.01,159360
2020,Auto & Accessories,Car Speakers,6월,253200,4,0.05,106560
2020,Fashion,Sports Wear,6월,102000,4,0.03,25560
2020,Fashion,Fossil Watch,6월,190800,2,0.05,75720
2020,Auto & Accessories,Car Pillow & Neck Rest,6월,277200,5,0.05,111960
2020,Fashion,T - Shirts,6월,297600,2,0.03,183720
2020,Fashion,Running Shoes,6월,268800,3,0.01,164760
2020,Home & Furniture,Dinning Tables,6월,142800,2,0.01,43920
2020,Fashion,Jeans,6월,261600,4,0.02,144720
2020,Electronic,Speakers,6월,156000,3,0.01,55320
2020,Fashion,Running Shoes,6월,268800,2,0.03,156720
2020,Home & Furniture,Shoe Rack,6월,148800,4,0.02,40920
2020,Home & Furniture,Curtains,6월,40800,1,0.03,40800
2020,Home & Furniture,Sofas,6월,80400,3,0.02,26760
2020,Fashion,Jeans,6월,261600,1,0.01,162960
2020,Home & Furniture,Dinner Crockery,6월,159600,2,0.04,50880
2020,Home & Furniture,Towels,6월,273600,3,0.02,161160
2020,Fashion,T - Shirts,6월,297600,3,0.05,156960
2020,Home & Furniture,Curtains,6월,40800,1,0.05,40800
2020,Fashion,Formal Shoes,6월,255600,2,0.05,134040
2020,Fashion,Sneakers,6월,74400,1,0.01,74400
2020,Home & Furniture,Dinner Crockery,6월,159600,3,0.04,44400
2020,Fashion,Running Shoes,6월,268800,4,0.02,151320
2020,Fashion,Sports Wear,6월,102000,3,0.01,3000
2020,Home & Furniture,Dinning Tables,6월,142800,2,0.05,32520
2020,Electronic,Mouse,6월,133200,4,0.05,10560
2020,Fashion,Casula Shoes,6월,146400,2,0.02,44520
2020,Home & Furniture,Dinning Tables,6월,142800,1,0.04,41040
2020,Fashion,T - Shirts,6월,297600,5,0.01,186720
2020,Home & Furniture,Dinning Tables,6월,142800,2,0.05,32520
2020,Fashion,Shirts,6월,235200,1,0.04,129840
2020,Auto & Accessories,Car & Bike Care,6월,141600,3,0.01,41400
2020,Home & Furniture,Umbrellas,6월,84000,4,0.02,21000
2020,Home & Furniture,Towels,6월,273600,3,0.04,144720
2020,Fashion,Running Shoes,6월,268800,5,0.04,119040
2020,Fashion,Formal Shoes,6월,255600,5,0.03,121320
2020,Fashion,Sneakers,6월,74400,3,0.04,24840
2020,Fashion,Sports Wear,6월,102000,5,0.03,20400
2020,Electronic,Samsung Mobile,6월,264000,5,0.04,115200
2020,Home & Furniture,Dinning Tables,6월,142800,2,0.05,32520
2020,Electronic,Fans,6월,178800,3,0.05,56040
2020,Electronic,Speakers,6월,156000,4,0.04,35040
2020,Fashion,Jeans,6월,261600,5,0.05,100200
2020,Fashion,Formal Shoes,6월,255600,3,0.01,151920
2020,Fashion,Running Shoes,6월,268800,3,0.01,164760
2020,Fashion,Jeans,6월,261600,4,0.01,155160
2020,Fashion,Shirts,6월,235200,4,0.04,101520
2020,Fashion,Jeans,6월,261600,4,0.01,155160
2020,Fashion,T - Shirts,6월,297600,1,0.01,198600
2020,Home & Furniture,Beds,6월,93600,5,0.01,18720
2020,Fashion,Fossil Watch,6월,190800,2,0.02,87120
2020,Fashion,Formal Shoes,6월,255600,4,0.05,108480
2020,Fashion,Sports Wear,6월,102000,3,0.03,33960
2020,Auto & Accessories,Car & Bike Care,6월,141600,3,0.04,28560
2020,Auto & Accessories,Bike Tyres,6월,86400,1,0.03,86400
2020,Fashion,Running Shoes,6월,268800,2,0.04,151320
2020,Fashion,Sports Wear,6월,102000,3,0.01,3000
2020,Home & Furniture,Towels,6월,273600,1,0.02,172080
2020,Fashion,Fossil Watch,6월,190800,1,0.04,87120
2020,Fashion,Suits,6월,130800,1,0.01,33480
2020,Electronic,Watch,6월,124800,5,0.04,3840
2020,Home & Furniture,Umbrellas,6월,84000,2,0.02,42000
2020,Auto & Accessories,Bike Tyres,6월,86400,4,0.05,21600
2020,Fashion,Jeans,6월,261600,5,0.04,113280
2020,Fashion,Running Shoes,6월,268800,3,0.01,164760
2020,Fashion,Titak watch,6월,273600,1,0.02,172080
2020,Home & Furniture,Bed Sheets,6월,253200,2,0.04,136920
2020,Auto & Accessories,Car Body Covers,6월,140400,2,0.04,33120
2020,Home & Furniture,Umbrellas,6월,84000,1,0.04,84000
2020,Fashion,Sneakers,6월,74400,5,0.03,14880
2020,Fashion,Formal Shoes,6월,255600,1,0.01,157080
2020,Auto & Accessories,Tyre,6월,300000,2,0.01,198000
2020,Fashion,T - Shirts,6월,297600,2,0.03,183720
2020,Home & Furniture,Bed Sheets,6월,253200,3,0.01,149640
2020,Home & Furniture,Curtains,6월,40800,3,0.03,13560
2020,Fashion,Sports Wear,6월,102000,2,0.05,51000
2020,Fashion,Suits,6월,130800,4,0.05,8640
2020,Home & Furniture,Dinning Tables,6월,142800,1,0.02,43920
2020,Fashion,T - Shirts,6월,297600,3,0.03,174840
2020,Auto & Accessories,Car Seat Covers,6월,136800,5,0.05,6600
2020,Fashion,Sports Wear,6월,102000,2,0.02,1920
2020,Auto & Accessories,Bike Tyres,6월,86400,4,0.03,21600
2020,Home & Furniture,Dinning Tables,6월,142800,4,0.05,18240
2020,Fashion,Sneakers,6월,74400,3,0.04,24840
2020,Fashion,Fossil Watch,6월,190800,4,0.04,64320
2020,Fashion,Formal Shoes,6월,255600,4,0.05,108480
2020,Home & Furniture,Beds,6월,93600,1,0.05,93600
2020,Home & Furniture,Towels,6월,273600,1,0.03,169440
2020,Fashion,Titak watch,6월,273600,3,0.03,153000
2020,Fashion,Shirts,6월,235200,1,0.02,134520
2020,Home & Furniture,Sofa Covers,6월,259200,1,0.03,155400
2020,Fashion,Formal Shoes,6월,255600,5,0.04,108480
2020,Fashion,Shirts,6월,235200,1,0.02,134520
2020,Fashion,Shirts,6월,235200,4,0.05,92160
2020,Fashion,Shirts,6월,235200,1,0.02,134520
2020,Fashion,Titak watch,6월,273600,1,0.04,166680
2020,Electronic,Mixer/Juicer,6월,99600,5,0.01,19920
2020,Auto & Accessories,Bike Tyres,6월,86400,3,0.05,28800
2020,Auto & Accessories,Tyre,6월,300000,4,0.04,156000
2020,Fashion,Suits,6월,130800,3,0.04,19080
2020,Electronic,Fans,6월,178800,2,0.03,72120
2020,Auto & Accessories,Car & Bike Care,6월,141600,5,0.02,31440
2020,Fashion,Formal Shoes,6월,255600,4,0.03,128880
2020,Home & Furniture,Towels,6월,273600,2,0.05,150240
2020,Fashion,Jeans,6월,261600,3,0.04,134160
2020,Fashion,Formal Shoes,6월,255600,4,0.02,139200
2020,Fashion,Sneakers,6월,74400,1,0.03,74400
2020,Electronic,LCD,6월,78000,3,0.01,26040
2020,Fashion,Jeans,6월,261600,3,0.04,134160
2020,Home & Furniture,Dinning Tables,6월,142800,4,0.05,18240
2020,Electronic,Iron,6월,266400,1,0.01,167760
2020,Fashion,Suits,6월,130800,1,0.02,32160
2020,Fashion,Running Shoes,6월,268800,5,0.02,145920
2020,Home & Furniture,Dinning Tables,6월,142800,5,0.05,11160
2020,Fashion,Suits,6월,130800,4,0.04,13920
2020,Auto & Accessories,Car Seat Covers,6월,136800,4,0.05,13440
2020,Fashion,Fossil Watch,6월,190800,2,0.05,75720
2020,Fashion,Formal Shoes,6월,255600,3,0.04,128880
2020,Fashion,Suits,6월,130800,4,0.04,13920
2020,Auto & Accessories,Car Pillow & Neck Rest,6월,277200,1,0.05,167400
2020,Fashion,Fossil Watch,6월,190800,2,0.02,87120
2020,Fashion,T - Shirts,6월,297600,3,0.04,165840
2020,Fashion,Sports Wear,6월,102000,1,0.04,1920
2020,Home & Furniture,Curtains,6월,40800,1,0.01,40800
2020,Fashion,Formal Shoes,6월,255600,4,0.04,118680
2020,Home & Furniture,Dinning Tables,6월,142800,3,0.03,33960
2020,Fashion,Jeans,6월,261600,2,0.05,139440
2020,Fashion,Suits,6월,130800,5,0.01,28320
2020,Home & Furniture,Shoe Rack,6월,148800,3,0.05,30480
2020,Fashion,Jeans,6월,261600,5,0.02,139440
2020,Fashion,T - Shirts,6월,297600,5,0.02,171840
2020,Electronic,Watch,6월,124800,5,0.04,3840
2020,Home & Furniture,Sofa Covers,6월,259200,3,0.04,132120
2020,Home & Furniture,Dinning Tables,6월,142800,4,0.03,29640
2020,Home & Furniture,Sofa Covers,6월,259200,1,0.05,150240
2020,Home & Furniture,Dinning Tables,6월,142800,1,0.01,45360
2020,Fashion,Fossil Watch,6월,190800,1,0.04,87120
2020,Fashion,Casula Shoes,6월,146400,4,0.05,21120
2020,Fashion,Suits,6월,130800,2,0.04,24360
2020,Fashion,Sports Wear,6월,102000,3,0.02,33960
2020,Home & Furniture,Sofa Covers,6월,259200,4,0.05,111360
2020,Fashion,Titak watch,6월,273600,2,0.05,150240
2020,Fashion,Titak watch,6월,273600,2,0.02,166680
2020,Electronic,LCD,6월,78000,5,0.02,15600
2020,Home & Furniture,Beds,6월,93600,2,0.03,46800
2020,Home & Furniture,Dinner Crockery,6월,159600,3,0.05,39720
2020,Electronic,Fans,6월,178800,3,0.05,56040
2020,Fashion,Jeans,6월,261600,1,0.05,152520
2020,Fashion,Casula Shoes,6월,146400,2,0.02,44520
2020,Auto & Accessories,Bike Tyres,6월,86400,4,0.02,21600
2020,Auto & Accessories,Car Body Covers,6월,140400,3,0.03,31800
2020,Home & Furniture,Beds,6월,93600,5,0.01,18720
2020,Fashion,Shirts,6월,235200,3,0.02,125040
2020,Home & Furniture,Sofas,6월,80400,5,0.04,16080
2020,Fashion,Formal Shoes,6월,255600,3,0.02,144240
2020,Fashion,Sneakers,6월,74400,2,0.05,37200
2020,Electronic,Samsung Mobile,6월,264000,2,0.02,157440
2020,Fashion,Running Shoes,6월,268800,4,0.01,162000
2020,Fashion,Running Shoes,6월,268800,3,0.05,132480
2020,Fashion,Jeans,6월,261600,1,0.02,160320
2020,Fashion,Formal Shoes,6월,255600,4,0.01,149400
2020,Fashion,Running Shoes,6월,268800,1,0.02,167400
2020,Fashion,Shirts,6월,235200,4,0.05,92160
2020,Electronic,Speakers,6월,156000,5,0.05,21000
2020,Auto & Accessories,Car Body Covers,6월,140400,2,0.02,38760
2020,Fashion,T - Shirts,6월,297600,5,0.01,186720
2020,Fashion,Jeans,6월,261600,2,0.01,160320
2020,Fashion,Titak watch,6월,273600,4,0.02,155760
2020,Fashion,Suits,6월,130800,1,0.05,28320
2020,Fashion,T - Shirts,6월,297600,3,0.05,156960
2020,Fashion,Sports Wear,6월,102000,3,0.05,33960
2020,Fashion,Sports Wear,6월,102000,1,0.01,5040
2020,Fashion,Sports Wear,6월,102000,1,0.05,960
2020,Fashion,Sports Wear,6월,102000,2,0.05,51000
2020,Fashion,Sports Wear,6월,102000,3,0.05,33960
2020,Fashion,Formal Shoes,6월,255600,3,0.05,121320
2020,Home & Furniture,Shoe Rack,6월,148800,3,0.01,48360
2020,Home & Furniture,Dinning Tables,6월,142800,1,0.04,41040
2020,Auto & Accessories,Car Speakers,6월,253200,2,0.05,131880
2020,Auto & Accessories,Car Mat,6월,64800,1,0.01,64800
2020,Fashion,Sneakers,6월,74400,5,0.04,14880
2020,Auto & Accessories,Tyre,6월,300000,2,0.02,192000
2020,Fashion,Casula Shoes,6월,146400,4,0.03,32880
2020,Home & Furniture,Shoe Rack,6월,148800,1,0.04,46800
2020,Fashion,Titak watch,6월,273600,4,0.02,155760
2020,Home & Furniture,Dinner Crockery,6월,159600,3,0.02,54000
2020,Home & Furniture,Sofa Covers,6월,259200,5,0.03,124320
2020,Home & Furniture,Sofas,6월,80400,5,0.03,16080
2020,Fashion,Titak watch,6월,273600,2,0.03,161160
2020,Fashion,Jeans,6월,261600,1,0.01,162960
2020,Fashion,Sneakers,6월,74400,5,0.04,14880
2020,Auto & Accessories,Car Media Players,6월,168000,3,0.04,51840
